# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle
[ 1.59468760e+01 -1.22332168e+02  2.82744203e-10];[0.5081640000114072, -0.9213912549952775, 0.5081640073095792, -0.08958098057195565]
[  15.94812116 -122.32631543   -7.97455791];[0.29751352382871055, -0.9179892558026427, 0.7118130390618553, -0.08751685731803477]
[  15.94996203 -122.3200558   -15.94996204];[0.08068477619136409, -0.9069033061254379, 0.9069032785025652, -0.08068477050077602]
[  15.95337473 -122.30606407  -23.92733337];[-0.1419194488671097, -0.8868533574778452, 1.0927750374977439, -0.06787484262210697]
[  15.9564938  -122.29504459  -31.90338021];[-0.37142674959689204, -0.8553340603290323, 1.2692707334074909, -0.0470181441326977]
[  23.92925392 -122.30453312  -23.92925393];[-0.1535263472558711, -1.0700754451266716, 1.070075421546272, 0.15352635282558788]
[  23.92612088 -122.31111993  -15.95259688];[0.06779889473143351, -1.0926088293645855, 0.8867029431229009, 0.14197393062842217]
[  23.9235381  -122.31727946   -7.97594413];[0.28302019869071854, -1.10506106391749, 0.6936472714393032, 0.1359248642882911]
[ 2.39217585e+01 -1.22322942e+02 -3.10743608e-10];[0.4918996138423363, -1.1089161415124702, 0.4918996076577594, 0.13409873942078843]
[  23.92353809 -122.3172795     7.97594413];[0.6936472956294334, -1.105061074627176, 0.28302019312114846, 0.13592486166041273]
[  23.92612088 -122.31111994   15.95259688];[0.8867029440327324, -1.0926088569738908, 0.06779889909974014, 0.14197392990184765]
[  23.92925392 -122.30453311   23.92925393];[1.0700754235160883, -1.070075437085543, -0.15352635232347422, 0.1535263551047553]
[  31.90170833 -122.30009653   15.95574091];[0.8551868382095178, -1.2690918640882534, 0.0469417432323035, 0.37146052594811585]
[  31.89852615 -122.30624431    7.97760731];[0.6650630881731057, -1.2831801655089645, 0.25981326553842027, 0.36598021068692316]
[ 3.18962700e+01 -1.22311708e+02 -1.43094450e-09];[0.46609507339915246, -1.287589179113525, 0.4660950500824488, 0.36432250303952024]
[  31.89852614 -122.30624432   -7.9776073 ];[0.25981326532480964, -1.2831801467745738, 0.665063090870822, 0.3659802092884294]
[  31.90170833 -122.30009653  -15.95574092];[0.0469417492571446, -1.2690918672777418, 0.8551868381596072, 0.37146052368191995]
[ 3.98398692e+01 -1.30227522e+02 -2.74710319e-10];[0.240470887883368, -1.2360904463819233, 0.240470882926216, 0.7309377436109513]
[  31.88714119 -130.22367959  -23.921518  ];[-0.3230136209156559, -1.0208406265555696, 0.816903353211682, 0.5209556503497845]
[  31.88394324 -130.23194593  -15.94870013];[-0.11314421840443255, -1.048454145737341, 0.6464691221934185, 0.5063321912834261]
[  31.88099471 -130.23834666   -7.97437936];[0.08813410183097793, -1.0642836359333885, 0.4680076116425152, 0.4982393369259375]
[ 3.18786471e+01 -1.30243092e+02  3.98847179e-10];[0.281754931981249, -1.0693496729695413, 0.2817549375768334, 0.49566290265563273]
[  31.88099471 -130.23834665    7.97437936];[0.4680076047250956, -1.0642836264985172, 0.08813409951996082, 0.4982393395793639]
[  31.88394323 -130.23194591   15.94869962];[0.6464689593256303, -1.048454263879555, -0.11314398128174422, 0.506332203273712]
[  31.88714119 -130.22367959   23.92151799];[0.8169033266672184, -1.0208406170687874, -0.32301362388613003, 0.5209556606781275]
[  23.92151795 -130.22367977   31.88714108];[1.0208405899353015, -0.8169033429652741, -0.5209556528709776, 0.32301362991436416]
[  23.91819762 -130.23500502   23.91819761];[0.8543863229726312, -0.8543863278920343, -0.29956061672486717, 0.2995606183596772]
[  23.91553512 -130.24242043   15.94630129];[0.6807701119217566, -0.8793968823392403, -0.08833147442252016, 0.28444753350746416]
[  23.91312279 -130.24861509    7.97309377];[0.49946828712574276, -0.8936473046729289, 0.11481227217448037, 0.2760567444493589]
[ 2.39113011e+01 -1.30253464e+02 -2.59177928e-10];[0.3106665885082535, -0.8981873667405572, 0.31066658168142997, 0.27339531001950473]
[  23.91312279 -130.2486151    -7.97309377];[0.11481229045977308, -0.8936472890615547, 0.4994682925938628, 0.27605673409949116]
[  23.91553512 -130.24242045  -15.94630128];[-0.08833146988230936, -0.8793968921492403, 0.6807701067241706, 0.2844475343765214]
[  23.91819762 -130.23500502  -23.91819761];[-0.29956061681012464, -0.8543863301432203, 0.8543863174680786, 0.299560616460424]
[  23.92151794 -130.22367977  -31.88714108];[-0.5209556502334466, -0.816903356289983, 1.0208405732037598, 0.3230136324884953]
[  15.94951681 -130.22828945  -31.88578919];[-0.5063214482681094, -0.6465705566877461, 1.0485890368939397, 0.11309792259653789]
[  15.94711387 -130.23878672  -23.91681277];[-0.2844167899020695, -0.6808749845832512, 0.8795170435353338, 0.08828398573839531]
[  15.94440147 -130.24933032  -15.94440147];[-0.07222703436647822, -0.70353764277809, 0.7035376269989846, 0.0722270378849813]
[  15.94268951 -130.25546292   -7.97207961];[0.13224043414310332, -0.7164407027741512, 0.5202456110792353, 0.06325130173139235]
[ 1.59414376e+01 -1.30260412e+02 -5.16981408e-10];[0.3296623335938038, -0.7205369182193707, 0.3296623202376838, 0.0604100719210377]
[  15.94268952 -130.2554629     7.97207961];[0.5202456252899382, -0.7164407018101568, 0.13224043418522874, 0.06325129848525476]
[  15.94440147 -130.24933034   15.94440146];[0.7035376292135925, -0.7035376364103046, -0.07222703518687593, 0.07222703707852876]
[  15.94711387 -130.23878673   23.91681277];[0.8795170472465397, -0.6808749852720694, -0.28441678919203295, 0.08828398443642113]
[  15.94951682 -130.22828945   31.88578919];[1.0485890471001658, -0.6465705368767957, -0.5063214543548904, 0.11309792191481592]
[   7.9752154  -130.23064645   31.88487274];[1.0645705614168937, -0.46819444668763577, -0.498217158659992, -0.08826299697431292]
[   7.9739596  -130.24068877   23.91591694];[0.8939120379277552, -0.4996680158275472, -0.27599029129673214, -0.1149494977543926]
[   7.97258053 -130.25092025   15.94371754];[0.716575541411156, -0.5203621179761272, -0.06319170883440658, -0.1323199441765589]
[   7.97140964 -130.25959269    7.97140964];[0.5320210047590964, -0.532021030386986, 0.14202968627161397, -0.14202968397718851]
[ 7.97076825e+00 -1.30264630e+02  1.77829714e-12];[0.340380455030687, -0.5357337622977488, 0.3403804550621923, -0.14511447225933374]
[   7.97140965 -130.25959268   -7.97140965];[0.14202969791455378, -0.5320210374178138, 0.5320210044730317, -0.14202968398654947]
[   7.97258053 -130.25092025  -15.94371754];[-0.06319170473801725, -0.5203621446783128, 0.7165755350477999, -0.13231994111795975]
[   7.9739596  -130.24068878  -23.91591693];[-0.27599029581836254, -0.49966800451191257, 0.893912034420348, -0.11494949549315292]
[   7.9752154  -130.23064644  -31.88487274];[-0.49821715821073426, -0.468194447128792, 1.0645705400968224, -0.08826299741308988]
[-7.97470665e-10 -1.30216505e+02 -3.98476831e+01];[-0.7309888612500286, -0.24067973786615335, 1.2365553407857603, -0.2406797247834071]
[-1.52875659e-09 -1.30231368e+02 -3.18845502e+01];[-0.49562957767707017, -0.28199641927834085, 1.0697879278917453, -0.2819963911304825]
[-4.13797679e-10 -1.30241264e+02 -2.39156075e+01];[-0.2732935407456103, -0.31092700374950305, 0.8985960286552824, -0.3109269949471074]
[-6.70295393e-10 -1.30251392e+02 -1.59434833e+01];[-0.06029198740849329, -0.32985774880567087, 0.7208053375402969, -0.32985773081932734]
[-4.34687037e-10 -1.30260066e+02 -7.97127672e+00];[0.14519451757532248, -0.34047986502348127, 0.535851909250922, -0.3404798502960541]
[-1.67892100e-09 -1.30266190e+02 -4.08683764e-10];[0.34383387288079925, -0.34383391159566395, 0.34383386578359737, -0.3438338561031378]
[-1.81707291e-10 -1.30260066e+02  7.97127672e+00];[0.5358519081866066, -0.3404798542253974, 0.14519451131565736, -0.34047984905245365]
[-7.95225916e-10 -1.30251392e+02  1.59434833e+01];[0.72080534715154, -0.32985774940842294, -0.0602919902235627, -0.3298577281349978]
[-1.79620511e-09 -1.30241264e+02  2.39156076e+01];[0.8985960297258189, -0.31092703269624766, -0.27329353027650777, -0.3109269940142091]
[-6.17414188e-10 -1.30231368e+02  3.18845502e+01];[1.0697879309854217, -0.2819964057340258, -0.4956295815209129, -0.28199639280003086]
[-6.68331342e-10 -1.30216505e+02  3.98476831e+01];[1.236555351740605, -0.2406797320943899, -0.7309888498925965, -0.24067972285781403]
[  -7.9752154  -130.23064643   31.88487275];[1.0645705370303384, -0.08826300886235362, -0.498217154330258, -0.4681944347783216]
[  -7.9739596  -130.24068878   23.91591693];[0.8939120540050568, -0.11494950306937966, -0.27599029634542355, -0.4996679828522846]
[  -7.97258053 -130.25092023   15.94371755];[0.7165755315277382, -0.1323199501006334, -0.06319170917158498, -0.5203621085128969]
[  -7.97140964 -130.2595927     7.97140964];[0.5320210085235711, -0.1420296875207945, 0.14202968338968566, -0.5320210005563633]
[-7.97076825e+00 -1.30264630e+02 -1.01794772e-10];[0.3403804595722504, -0.14511450195925435, 0.3403804540426423, -0.535733753040474]
[  -7.97140965 -130.2595927    -7.97140964];[0.14202970367364082, -0.14202969858604983, 0.532021001752835, -0.532021000380343]
[  -7.97258053 -130.25092025  -15.94371754];[-0.06319169880216202, -0.1323199721273409, 0.7165755249786706, -0.5203621061481056]
[  -7.9739596  -130.24068878  -23.91591693];[-0.2759902996082182, -0.11494950884447477, 0.8939120356591888, -0.49966797924149026]
[  -7.9752154  -130.23064643  -31.88487275];[-0.4982171603580858, -0.08826301268685156, 1.06457053766497, -0.46819443010185424]
[ -15.94951682 -130.22828944  -31.8857892 ];[-0.5063214472780638, 0.11309791292629469, 1.0485890317653064, -0.6465705278293348]
[ -15.94711387 -130.23878673  -23.91681277];[-0.2844167940059434, 0.08828397736492266, 0.8795170447654903, -0.6808749547513901]
[ -15.94440147 -130.24933033  -15.94440147];[-0.07222703206552247, 0.0722270278709748, 0.7035376282247467, -0.7035376236236791]
[ -15.94268952 -130.25546289   -7.97207961];[0.13224043741135233, 0.06325128349601682, 0.5202456178273647, -0.7164406673863426]
[-1.59414376e+01 -1.30260412e+02 -9.40734048e-10];[0.3296623261867727, 0.06041006139245326, 0.3296623166625924, -0.7205368954801119]
[ -15.94268952 -130.25546289    7.97207961];[0.5202456197195784, 0.06325128356289635, 0.13224043607230232, -0.7164406656288824]
[ -15.94440147 -130.24933034   15.94440147];[0.7035376194002528, 0.07222702538688221, -0.07222703235087358, -0.7035376208043711]
[ -15.94711388 -130.23878672   23.91681277];[0.879517045923319, 0.08828398031238816, -0.2844167921842258, -0.6808749598930841]
[ -15.94951682 -130.22828945   31.88578919];[1.0485890376972735, 0.11309791523953253, -0.5063214482764099, -0.6465705278131804]
[ -23.92151794 -130.22367979   31.88714107];[1.0208405810322971, 0.32301363081678797, -0.5209556558837982, -0.8169033201356319]
[ -23.91819763 -130.23500502   23.91819762];[0.854386314153818, 0.2995606191224145, -0.2995606105398386, -0.854386316835851]
[ -23.91553512 -130.24242043   15.94630129];[0.6807700971023077, 0.2844475369122041, -0.08833147483931345, -0.8793968553914475]
[ -23.91312279 -130.24861508    7.97309377];[0.4994682962812031, 0.27605674264083535, 0.11481227843762448, -0.89364728209317]
[-2.39113011e+01 -1.30253464e+02  3.43025243e-09];[0.3106665782307733, 0.2733953175308781, 0.3106665897663224, -0.8981873251015222]
[ -23.91312279 -130.24861509   -7.97309377];[0.11481227774661512, 0.27605675356516507, 0.4994682912475737, -0.8936472787663081]
[ -23.91553512 -130.24242044  -15.94630128];[-0.08833147473206455, 0.28444753673553275, 0.6807700948711174, -0.8793968561172708]
[ -23.91819763 -130.23500501  -23.91819762];[-0.2995606182221287, 0.29956061820901275, 0.8543863165854079, -0.8543863144716723]
[ -23.92151795 -130.22367977  -31.88714108];[-0.5209556488154204, 0.32301363149599965, 1.0208405686856032, -0.816903319948072]
[ -31.88714119 -130.22367958  -23.921518  ];[-0.3230136173652482, 0.5209556635922853, 0.8169033201130662, -1.0208405870245316]
[ -31.88394325 -130.23194589  -15.94869988];[-0.1131441056557799, 0.5063322018300773, 0.6464690325075498, -1.048454179665097]
[ -31.88099471 -130.23834666   -7.97437936];[0.08813410310892175, 0.4982393599036389, 0.46800760472986574, -1.0642836063254304]
[-3.18786471e+01 -1.30243092e+02 -1.20598641e-09];[0.28175493804787843, 0.4956629235368518, 0.2817549207073026, -1.0693496655717907]
[ -31.88099471 -130.23834666    7.97437936];[0.46800760672466296, 0.49823935713792217, 0.08813410985087869, -1.0642836001805582]
[ -31.88394324 -130.23194592   15.94869987];[0.6464690440310771, 0.506332190148033, -0.11314410472370173, -1.048454169574636]
[ -31.88714119 -130.22367958   23.921518  ];[0.8169033362155571, 0.5209556616991352, -0.3230136253381737, -1.0208405831598255]
[-3.98398692e+01 -1.30227522e+02  3.76603247e-10];[0.24047088172551276, 0.7309377648271808, 0.2404708772337803, -1.2360904275807392]
[ -31.86173329 -138.15092939   15.93943607];[0.44873971640174165, 0.6526824616777351, -0.27595449104420566, -0.8392486566691395]
[ -31.85929385 -138.15828491    7.97005428];[0.2796317501966555, 0.6419590284681584, -0.08198455372525038, -0.8561979933453789]
[-3.18569058e+01 -1.38162401e+02 -7.57468716e-12];[0.10285056357775851, 0.638485030585993, 0.10285055946817064, -0.8616709874626007]
[ -31.85929386 -138.1582849    -7.97005428];[-0.08198455150177741, 0.6419590357767351, 0.2796317456310475, -0.8561979958947327]
[ -31.86173329 -138.1509294   -15.93943607];[-0.275954485119109, 0.6526824683744477, 0.448739701111413, -0.8392486542400277]
[ -23.90437403 -138.15464219  -23.90437399];[-0.4523356125269048, 0.452335613389511, 0.6508208904702714, -0.6508208732838543]
[ -23.90245833 -138.16449618  -15.93824229];[-0.24674457312183856, 0.4336007279935248, 0.4858928524844731, -0.6777379391319188]
[ -23.90035899 -138.1712856    -7.96935093];[-0.051525708685384794, 0.4230049654041743, 0.3141189111340194, -0.6932034980576878]
[-2.38985201e+01 -1.38175403e+02 -8.87446406e-10];[0.13509354541600418, 0.41958285384526306, 0.13509354382343386, -0.6981881175574325]
[ -23.90035899 -138.1712856     7.96935093];[0.3141189233877769, 0.42300496760398737, -0.05152571606369197, -0.6932034997748561]
[ -23.90245833 -138.16449618   15.93824229];[0.48589285391027043, 0.4336007298334521, -0.24674457274589673, -0.6777379356938422]
[ -23.90437403 -138.15464219   23.90437399];[0.6508209071339868, 0.45233561948307943, -0.45233560170656356, -0.6508208794716859]
[ -15.94037096 -138.14861896   31.86386378];[0.839348198609329, 0.27593874507986477, -0.6526999247483698, -0.4488038901746789]
[ -15.93913367 -138.16214208   23.90386527];[0.6778231418232423, 0.24672321611511755, -0.4335938840819601, -0.4859630590000164]
[ -15.9373461  -138.1720526    15.93734607];[0.5107159688316373, 0.22754386684224107, -0.22754386469947352, -0.5107159675425407]
[ -15.93583521 -138.17855377    7.96882771];[0.3370973616774999, 0.21665895752574577, -0.031391451245092176, -0.5249170089106676]
[-1.59345869e+01 -1.38182690e+02  6.29584795e-10];[0.156502506612807, 0.21315086099136854, 0.15650250569030888, -0.5294881231404112]
[ -15.93583521 -138.17855376   -7.96882771];[-0.03139145211977175, 0.21665895736960708, 0.3370973584842064, -0.5249170037601519]
[ -15.9373461  -138.17205261  -15.93734608];[-0.22754385546628653, 0.22754386617562558, 0.5107159648885335, -0.5107159655804986]
[ -15.93913368 -138.16214208  -23.90386528];[-0.4335938825651742, 0.2467232086473321, 0.677823147674456, -0.4859630549363876]
[ -15.94037096 -138.14861896  -31.86386378];[-0.6526999267263996, 0.2759387446870745, 0.8393481736495356, -0.448803889915774]
[  -7.97100153 -138.15332144  -31.86373551];[-0.6419913576372462, 0.08192003449254773, 0.8564138221877197, -0.2797459198021309]
[  -7.97030088 -138.16602261  -23.90344441];[-0.4229868694134302, 0.051447057922708664, 0.6933966209018301, -0.31425024350270353]
[  -7.96937174 -138.17546397  -15.93695465];[-0.21662678416759945, 0.031342620505654284, 0.5250137385084861, -0.3371773592764976]
[  -7.96860541 -138.1817031    -7.9686054 ];[-0.019896709922184966, 0.019896704649487514, 0.3503001560950805, -0.3503001587693234]
[-7.96797392e+00 -1.38185856e+02 -1.57620916e-10];[0.16876698653746405, 0.01621326625375062, 0.16876698495183678, -0.3545203601431409]
[  -7.96860541 -138.18170311    7.9686054 ];[0.3503001587581551, 0.019896684970915318, -0.019896711140777096, -0.35030015956602023]
[  -7.96937174 -138.17546397   15.93695464];[0.5250137429429524, 0.03134263039595293, -0.21662678924602582, -0.33717736046449914]
[  -7.97030087 -138.16602262   23.90344441];[0.693396623699162, 0.0514470549246506, -0.4229868648730736, -0.3142502443960414]
[  -7.97100153 -138.15332144   31.86373552];[0.8564138532088309, 0.08192003208898896, -0.6419913489494665, -0.27974592049894464]
[-4.36258452e-10 -1.38154782e+02  3.18636639e+01];[0.8620032863399878, -0.10298927154037876, -0.6385324428576685, -0.10298926393784517]
[-1.16609681e-09 -1.38167226e+02  2.39032873e+01];[0.698489390589694, -0.1352578967815822, -0.4195535590090894, -0.13525787231408515]
[-9.58169363e-10 -1.38176519e+02  1.59368144e+01];[0.529682223949602, -0.15663196828617568, -0.21308596711768912, -0.15663194063342623]
[-4.96722193e-10 -1.38182723e+02  7.96851822e+00];[0.35460327302101596, -0.16883394698971, -0.016162315236736925, -0.16883392807208225]
[-4.69763123e-10 -1.38185398e+02  4.86761474e-10];[0.17278998358711553, -0.17278999302738324, 0.17278998705467244, -0.17278997469875587]
[-8.93802623e-10 -1.38182723e+02 -7.96851822e+00];[-0.016162309032806153, -0.16883396109104548, 0.3546032684331765, -0.1688339273204355]
[-7.11595148e-10 -1.38176519e+02 -1.59368144e+01];[-0.21308597003460253, -0.15663196256429662, 0.529682232290407, -0.1566319414469761]
[-3.93805539e-10 -1.38167226e+02 -2.39032873e+01];[-0.4195535690107777, -0.1352578817851763, 0.6984893995233905, -0.13525787279779355]
[-1.07038389e-09 -1.38154782e+02 -3.18636639e+01];[-0.6385324438068243, -0.10298927692638013, 0.8620032829199755, -0.10298926113009853]
[   7.97100153 -138.15332145  -31.86373551];[-0.641991368537027, -0.27974594407904035, 0.8564138297663765, 0.08192004001693712]
[   7.97030087 -138.16602261  -23.90344442];[-0.422986865753156, -0.3142502733162007, 0.6933966185887713, 0.0514470624911849]
[   7.96937174 -138.17546396  -15.93695465];[-0.2166267866783077, -0.33717738317915624, 0.5250137418956139, 0.03134263655910821]
[   7.96860541 -138.18170311   -7.9686054 ];[-0.019896712996377196, -0.3503001835973874, 0.3503001609012279, 0.019896717400718467]
[ 7.96797391e+00 -1.38185856e+02 -4.70397706e-10];[0.1687669848922876, -0.3545203984209594, 0.16876697907452923, 0.016213281980871158]
[   7.96860541 -138.1817031     7.9686054 ];[0.3503001640214507, -0.350300170385543, -0.01989671480420414, 0.01989671642357213]
[   7.96937174 -138.17546398   15.93695464];[0.5250137447833172, -0.3371773762650819, -0.21662678868441268, 0.03134263716943969]
[   7.97030087 -138.16602261   23.90344441];[0.693396625678231, -0.31425026610043133, -0.42298686506331307, 0.051447063688378966]
[   7.97100153 -138.15332144   31.86373552];[0.8564138518326503, -0.27974594041927936, -0.6419913516247356, 0.08192004173193176]
[  15.94037096 -138.14861895   31.86386379];[0.8393481800714572, -0.44880392100334254, -0.6526999171322192, 0.2759387467418591]
[  15.93913367 -138.16214208   23.90386527];[0.6778231447690998, -0.4859630791349999, -0.43359388491724504, 0.24672321645120113]
[  15.9373461  -138.17205261   15.93734607];[0.5107159658959649, -0.5107159847475592, -0.2275438627208397, 0.22754386706297053]
[  15.93583521 -138.17855377    7.96882771];[0.337097371023479, -0.5249170552276108, -0.03139145020142331, 0.21665895706969096]
[ 1.59345869e+01 -1.38182690e+02 -6.55788215e-10];[0.15650252406191983, -0.5294881429723739, 0.1565025047543899, 0.21315085553904584]
[  15.93583521 -138.17855376   -7.96882771];[-0.03139145007234295, -0.524917028297547, 0.3370973569095732, 0.21665895725358933]
[  15.9373461  -138.17205261  -15.93734608];[-0.22754386097527654, -0.5107159950425832, 0.5107159644707976, 0.2275438685688034]
[  15.93913367 -138.16214208  -23.90386527];[-0.43359388672013105, -0.4859630827652892, 0.6778231502833134, 0.24672321256454252]
[  15.94037096 -138.14861896  -31.86386378];[-0.6526999249328671, -0.4488039055129276, 0.8393481737458154, 0.2759387475917286]
[  23.90437403 -138.15464219  -23.90437398];[-0.4523356106584562, -0.6508208982164514, 0.6508208828885268, 0.4523356138541149]
[  23.90245833 -138.16449618  -15.93824228];[-0.24674458162574345, -0.6777379431730105, 0.48589285806446286, 0.4336007166882244]
[  23.90035899 -138.1712856    -7.96935093];[-0.051525715954256215, -0.6932035200479837, 0.31411891984677903, 0.423004960391057]
[ 2.38985201e+01 -1.38175403e+02 -1.20662499e-10];[0.1350935501768208, -0.6981881315556742, 0.1350935481651618, 0.4195828375339492]
[  23.90035899 -138.17128559    7.96935093];[0.3141189277084581, -0.6932035355867971, -0.05152571478994607, 0.42300495602917193]
[  23.90245833 -138.16449618   15.93824228];[0.48589287240077916, -0.6777379426646719, -0.24674458098982072, 0.4336007150742343]
[  23.90437403 -138.15464218   23.90437399];[0.6508209082283009, -0.6508208981777172, -0.4523356093939112, 0.4523356099256715]
[  31.86173329 -138.1509294    15.93943607];[0.44873971811896946, -0.8392486922547823, -0.27595448719346677, 0.6526824547004717]
[  31.85929386 -138.15828489    7.97005428];[0.2796317494903056, -0.8561980195126813, -0.0819845518989039, 0.6419590160569583]
[ 3.18569058e+01 -1.38162401e+02 -8.80662111e-10];[0.10285057138784469, -0.861671005822182, 0.10285055968832443, 0.6384849996509403]
[  31.85929386 -138.1582849    -7.97005428];[-0.08198454858711883, -0.8561980277917045, 0.2796317481905197, 0.6419590136948647]
[  31.86173328 -138.1509294   -15.93943606];[-0.2759544914034479, -0.8392486662939226, 0.44873970618454295, 0.6526824588656601]
[  31.82988813 -146.04940249  -15.92644302];[-0.4480413501537883, -0.637671884060371, 0.2548413972024861, 0.8174083940933734]
[  31.82870489 -146.05942934   -7.96406961];[-0.2568681167421669, -0.655660565880384, 0.09301764306902136, 0.8034509501156006]
[ 3.18264359e+01 -1.46063255e+02 -7.78768934e-11];[-0.07716959739033341, -0.6614825148498016, -0.07716959794583783, 0.7989070530154777]
[  31.82870492 -146.05942934    7.9640693 ];[0.09301757913678067, -0.6556606150778223, -0.25686804796567164, 0.8034509452843552]
[  31.82988813 -146.04940249   15.92644302];[0.25484140285079865, -0.6376718936316125, -0.44804134685065256, 0.8174083929093066]
[  23.88543719 -146.05781566   23.88543711];[0.45374962559988036, -0.4537496261325495, -0.6178658379611666, 0.6178658498626934]
[  23.88488818 -146.07308672   15.92743407];[0.29615806985265025, -0.48283891623019526, -0.412687432992557, 0.5946144100326454]
[  23.88343573 -146.0816701     7.96437632];[0.13179930616893282, -0.49946615307540626, -0.22118625043017207, 0.5814943251609119]
[ 2.38816513e+01 -1.46085301e+02  2.58311112e-10];[-0.04029419685827297, -0.5048454691984865, -0.04029419588424322, 0.5772317343727847]
[  23.88343573 -146.0816701    -7.96437632];[-0.22118625063083994, -0.4994661507870185, 0.1317993055260286, 0.5814943214993539]
[  23.88488817 -146.07308672  -15.92743406];[-0.41268742926884167, -0.4828389408348304, 0.29615806278740975, 0.5946144108497942]
[  23.88543719 -146.05781566  -23.88543712];[-0.6178658350363162, -0.4537496454696615, 0.45374961440574346, 0.6178658498987795]
[  15.92762857 -146.04860158  -31.83262271];[-0.8174741833036163, -0.2548671153144624, 0.6377409574728687, 0.44806769139791935]
[  15.92850083 -146.0720172   -23.88657885];[-0.5946391077013877, -0.2961979482398078, 0.4828951944027155, 0.41269674435218373]
[  15.92806336 -146.085271    -15.92806332];[-0.389830722921084, -0.3232728037734044, 0.3232727926962434, 0.3898307236270229]
[  15.92691237 -146.0931146    -7.96457186];[-0.19794760376095513, -0.3387345225601311, 0.1572378264837842, 0.3768701438990839]
[ 1.59257013e+01 -1.46096655e+02 -1.72584561e-12];[-0.016164581556613367, -0.3437365263987848, -0.01616458091255334, 0.3726659190507705]
[  15.92691237 -146.0931146     7.96457186];[0.15723782586058763, -0.3387345380581046, -0.1979476018162552, 0.3768701443708987]
[  15.92806336 -146.085271     15.92806332];[0.3232727932437458, -0.3232728018563458, -0.38983071983302303, 0.3898307270218545]
[  15.92850083 -146.0720172    23.88657884];[0.48289519065455205, -0.2961979575884346, -0.5946390983047487, 0.41269674780159393]
[  15.92762857 -146.04860158   31.83262272];[0.6377409497112961, -0.25486712298487146, -0.8174741786737599, 0.4480676919988348]
[   7.96520023 -146.05755771   31.83408002];[0.6558100634897698, -0.09305356062216116, -0.8035691677772013, 0.2568814326413349]
[   7.96546283 -146.07919438   23.88698646];[0.4995949960038636, -0.1318652747916597, -0.5815380697357492, 0.22117027593652303]
[   7.96516671 -146.09156276   15.92813898];[0.3387952064706146, -0.15728271378542572, -0.37686878118977685, 0.19793099810601783]
[   7.96494025 -146.09797078    7.96494023];[0.17181636377256052, -0.17181636314761065, -0.18470643515370727, 0.18470643613830404]
[ 7.96433156e+00 -1.46101452e+02  8.59672100e-11];[-0.002368483169758434, -0.17650966442133384, -0.0023684823608210066, 0.18042509677660484]
[   7.96494025 -146.09797078   -7.96494023];[-0.1847064354393725, -0.17181636608837045, 0.17181635131705614, 0.1847064387978112]
[   7.96516671 -146.09156276  -15.92813897];[-0.376868787762316, -0.15728270266703961, 0.33879521194026024, 0.1979309967970704]
[   7.96546284 -146.07919438  -23.88698647];[-0.5815380806105179, -0.13186527067354595, 0.49959500198625545, 0.2211702744960331]
[   7.96520024 -146.05755771  -31.83408004];[-0.8035691829705168, -0.09305355818690861, 0.655810048559489, 0.25688143234568506]
[-8.58907066e-10 -1.46060311e+02 -3.18344952e+01];[-0.799079313606461, 0.07714722398574494, 0.6617129499548596, 0.07714723166372298]
[-1.67875715e-10 -1.46081404e+02 -2.38870849e+01];[-0.5772949912570966, 0.04022741198417967, 0.5050476456123774, 0.040227413818459415]
[-4.22368567e-10 -1.46093501e+02 -1.59281432e+01];[-0.3726608963035969, 0.016100894641791746, 0.34386030785758104, 0.01610090513147032]
[ 1.56284538e-11 -1.46099795e+02 -7.96491866e+00];[-0.18040384934105172, 0.002333027508529744, 0.17655948483150644, 0.0023330286806716727]
[-1.54107379e-10 -1.46101197e+02 -1.62434778e-10];[0.0021625282440852593, -0.0021625330557610636, 0.0021625265290163877, -0.0021625281360322796]
[-4.58850209e-10 -1.46099795e+02  7.96491866e+00];[0.1765594825868478, 0.002333007498981611, -0.18040384451486605, 0.0023330290469332493]
[-2.47770203e-10 -1.46093501e+02  1.59281432e+01];[0.3438603168435289, 0.016100896233488857, -0.37266089332720986, 0.016100903219636573]
[-6.77467479e-10 -1.46081404e+02  2.38870849e+01];[0.505047656419405, 0.04022740167007231, -0.5772949809963, 0.04022741217640745]
[-9.11721834e-10 -1.46060311e+02  3.18344952e+01];[0.6617129481432124, 0.07714722417143104, -0.7990793088549563, 0.07714723168650135]
[  -7.96520023 -146.05755771   31.83408003];[0.6558100527795795, 0.25688143376432726, -0.8035691679989283, -0.09305355502285542]
[  -7.96546284 -146.07919438   23.88698647];[0.49959500724088574, 0.22117027532395012, -0.5815380729588978, -0.13186525698695534]
[  -7.96516672 -146.09156276   15.92813898];[0.3387952158434498, 0.19793099672243192, -0.3768687832722935, -0.15728269925116692]
[  -7.96494025 -146.09797078    7.96494024];[0.17181635288171423, 0.18470643875132056, -0.1847064332527331, -0.17181635243122306]
[-7.96433156e+00 -1.46101452e+02  5.93985211e-10];[-0.002368481298434963, 0.18042509636356172, -0.002368482908337015, -0.17650965019147438]
